"gene_symbol","geneid","ensemblid","geneNcbiType","geneDSI","geneDPI","genepLI","uniprotids","protein_classid","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","diseaseClasses_MSH","diseaseClasses_UMLS_ST","diseaseClasses_DO","diseaseClasses_HPO","source","associationType","text","sentence","pmYear","score","chemsInSentence","reference_type","reference","ancestry_name","ancestry_id","chemical_effect","polarity"
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Common human UGT1A polymorphisms and the altered metabolism of irinotecan active metabolite 7-ethyl-10-hydroxycamptothecin (SN-38).","Common human UGT1A polymorphisms and the altered metabolism of irinotecan active metabolite 7-ethyl-10-hydroxycamptothecin (SN-38).",2002,0.4,NA,"PMID","12181437","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Rapid proteasomal degradation of translocation-deficient UDP-glucuronosyltransferase 1A1 proteins in patients with Crigler-Najjar type II.","Rapid proteasomal degradation of translocation-deficient UDP-glucuronosyltransferase 1A1 proteins in patients with Crigler-Najjar type II.",2003,0.4,NA,"PMID","14550264","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Gilbert syndrome and glucose-6-phosphate dehydrogenase deficiency: a dose-dependent genetic interaction crucial to neonatal hyperbilirubinemia.","Gilbert syndrome and glucose-6-phosphate dehydrogenase deficiency: a dose-dependent genetic interaction crucial to neonatal hyperbilirubinemia.",1997,0.4,NA,"PMID","9342374","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Analysis of genes for bilirubin UDP-glucuronosyltransferase in Gilbert's syndrome.","Analysis of genes for bilirubin UDP-glucuronosyltransferase in Gilbert's syndrome.",1995,0.4,NA,"PMID","7715297","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","The genetic basis of the reduced expression of bilirubin UDP-glucuronosyltransferase 1 in Gilbert's syndrome.","The genetic basis of the reduced expression of bilirubin UDP-glucuronosyltransferase 1 in Gilbert's syndrome.",1995,0.4,NA,"PMID","7565971","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Hyperbilirubinaemia in heterozygous beta-thalassaemia is related to co-inherited Gilbert's syndrome.","Hyperbilirubinaemia in heterozygous beta-thalassaemia is related to co-inherited Gilbert's syndrome.",1997,0.4,NA,"PMID","9375768","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Prolonged unconjugated hyperbilirubinemia associated with breast milk and mutations of the bilirubin uridine diphosphate- glucuronosyltransferase gene.","Prolonged unconjugated hyperbilirubinemia associated with breast milk and mutations of the bilirubin uridine diphosphate- glucuronosyltransferase gene.",2000,0.4,NA,"PMID","11061796","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Association of Neonatal Hyperbilirubinemia with UGT1A1 Gene Polymorphisms: A Meta-Analysis.","Association of Neonatal Hyperbilirubinemia with UGT1A1 Gene Polymorphisms: A Meta-Analysis.",2015,0.4,NA,"PMID","26467199","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Gilbert's syndrome: High frequency of the (TA)7 TAA allele in India and its interaction with a novel CAT insertion in promoter of the gene for bilirubin UDP-glucuronosyltransferase 1 gene.","Gilbert's syndrome: High frequency of the (TA)7 TAA allele in India and its interaction with a novel CAT insertion in promoter of the gene for bilirubin UDP-glucuronosyltransferase 1 gene.",2006,0.4,NA,"PMID","16610035","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Association of polymorphisms in four bilirubin metabolism genes with serum bilirubin in three Asian populations.","Association of polymorphisms in four bilirubin metabolism genes with serum bilirubin in three Asian populations.",2009,0.4,NA,"PMID","19243019","Asian","HANCESTRO:0008",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Glucuronidation of 7-ethyl-10-hydroxycamptothecin (SN-38), an active metabolite of irinotecan (CPT-11), by human UGT1A1 variants, G71R, P229Q, and Y486D.","Glucuronidation of 7-ethyl-10-hydroxycamptothecin (SN-38), an active metabolite of irinotecan (CPT-11), by human UGT1A1 variants, G71R, P229Q, and Y486D.",2003,0.4,NA,"PMID","12485959","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Effect of D256N and Y483D on propofol glucuronidation by human uridine 5'-diphosphate glucuronosyltransferase (UGT1A9).","Effect of D256N and Y483D on propofol glucuronidation by human uridine 5'-diphosphate glucuronosyltransferase (UGT1A9).",2008,0.4,NA,"PMID","18816295","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Altered coding for a strictly conserved di-glycine in the major bilirubin UDP-glucuronosyltransferase of a Crigler-Najjar type I patient.","Altered coding for a strictly conserved di-glycine in the major bilirubin UDP-glucuronosyltransferase of a Crigler-Najjar type I patient.",1995,0.4,NA,"PMID","7852413","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Molecular pathogenesis of Gilbert's syndrome: decreased TATA-binding protein binding affinity of UGT1A1 gene promoter.","Molecular pathogenesis of Gilbert's syndrome: decreased TATA-binding protein binding affinity of UGT1A1 gene promoter.",2007,0.4,NA,"PMID","17496722","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Racial variability in the UDP-glucuronosyltransferase 1 (UGT1A1) promoter: a balanced polymorphism for regulation of bilirubin metabolism?","Racial variability in the UDP-glucuronosyltransferase 1 (UGT1A1) promoter: a balanced polymorphism for regulation of bilirubin metabolism?",1998,0.4,NA,"PMID","9653159","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Coding defect and a TATA box mutation at the bilirubin UDP-glucuronosyltransferase gene cause Crigler-Najjar type I disease.","Coding defect and a TATA box mutation at the bilirubin UDP-glucuronosyltransferase gene cause Crigler-Najjar type I disease.",1998,0.4,NA,"PMID","9639672","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Genetic polymorphisms of bilirubin uridine diphosphate-glucuronosyltransferase gene in Japanese patients with Crigler-Najjar syndrome or Gilbert's syndrome as well as in healthy Japanese subjects.","Genetic polymorphisms of bilirubin uridine diphosphate-glucuronosyltransferase gene in Japanese patients with Crigler-Najjar syndrome or Gilbert's syndrome as well as in healthy Japanese subjects.",2004,0.4,NA,"PMID","15304120","Japanese,Japanese","HANCESTRO:0019,HANCESTRO:0019",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Association of Neonatal Hyperbilirubinemia with UGT1A1 Gene Polymorphisms: A Meta-Analysis.","Association of Neonatal Hyperbilirubinemia with UGT1A1 Gene Polymorphisms: A Meta-Analysis.",2015,0.4,NA,"PMID","26467199","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Differences in UGT1A1 gene mutations and pathological liver changes between Chinese patients with Gilbert syndrome and Crigler-Najjar syndrome type II.","Differences in UGT1A1 gene mutations and pathological liver changes between Chinese patients with Gilbert syndrome and Crigler-Najjar syndrome type II.",2017,0.4,NA,"PMID","29137095","Chinese","HANCESTRO:0021",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Rapid proteasomal degradation of translocation-deficient UDP-glucuronosyltransferase 1A1 proteins in patients with Crigler-Najjar type II.","Rapid proteasomal degradation of translocation-deficient UDP-glucuronosyltransferase 1A1 proteins in patients with Crigler-Najjar type II.",2003,0.4,NA,"PMID","14550264","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Common human UGT1A polymorphisms and the altered metabolism of irinotecan active metabolite 7-ethyl-10-hydroxycamptothecin (SN-38).","Common human UGT1A polymorphisms and the altered metabolism of irinotecan active metabolite 7-ethyl-10-hydroxycamptothecin (SN-38).",2002,0.4,NA,"PMID","12181437","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler Najjar syndrome, type 2","[disease]","C2931132","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","211 G to a variation of UDP-glucuronosyl transferase 1A1 gene and neonatal breastfeeding jaundice.","211 G to a variation of UDP-glucuronosyl transferase 1A1 gene and neonatal breastfeeding jaundice.",2011,0.4,NA,"PMID","20975617","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Hypertrophic, Familial","[disease]","C0949658","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of anatomical entity (7)","","CLINVAR","GeneticVariation","Hypertrophic Cardiomyopathy Overview","Hypertrophic Cardiomyopathy Overview",1993,0.4,NA,"PMID","20301725","","",NA,NA
"BCR",613,"ENSG00000186716","protein-coding",0.445,0.913,5.9807e-06,"P11274","DTO_05007584","Enzyme modulator","Distal 22q11.2 microdeletion syndrome","[disease]","C4518343","","Disease or Syndrome (T047)","","","ORPHANET","ChromosomalRearrangement",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler-Najjar syndrome","[disease]","C5551003","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"FAM83D",81610,"ENSG00000101447","protein-coding",0.658,0.478,3.3088e-11,"Q9H4H8","","","Primary Glioblastoma","[disease]","C1514422","Neoplasms (C04)","Neoplastic Process (T191)","disease of anatomical entity (7) | disease of cellular proliferation (14566)","","RGD_HUMAN","CausalOrContributing","Inhibition of FAM83D displays antitumor effects in glioblastoma via down-regulation of the AKT/Wnt/β-catenin pathway.","Inhibition of FAM83D displays antitumor effects in glioblastoma via down-regulation of the AKT/Wnt/β-catenin pathway.",2022,0.4,NA,"PMID","35150198","","",NA,NA
"LOXL2",4017,"ENSG00000134013","protein-coding",0.504,0.783,3.7873e-16,"Q9Y4K0","","","Autism Spectrum Disorders","[disease]","C1510586","Mental Disorders (F03)","Mental or Behavioral Dysfunction (T048)","disease of mental health (150)","Abnormality of the nervous system (00707)","RGD_HUMAN","CausalOrContributing","A Role for Gene-Environment Interactions in Autism Spectrum Disorder Is Supported by Variants in Genes Regulating the Effects of Exposure to Xenobiotics.","A Role for Gene-Environment Interactions in Autism Spectrum Disorder Is Supported by Variants in Genes Regulating the Effects of Exposure to Xenobiotics.",2022,0.4,NA,"PMID","35663546","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Cardiomyopathy, Hypertrophic, Familial","[disease]","C0949658","Cardiovascular Diseases (C14) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","disease of anatomical entity (7)","","CLINVAR","GeneticVariation","American College of Cardiology/European Society of Cardiology clinical expert consensus document on hypertrophic cardiomyopathy. A report of the American College of Cardiology Foundation Task Force on Clinical Expert Consensus Documents and the European Society of Cardiology Committee for Practice Guidelines.","American College of Cardiology/European Society of Cardiology clinical expert consensus document on hypertrophic cardiomyopathy. A report of the American College of Cardiology Foundation Task Force on Clinical Expert Consensus Documents and the European Society of Cardiology Committee for Practice Guidelines.",2003,0.4,NA,"PMID","14607462","American,European,American,European","HANCESTRO:0463,HANCESTRO:0005,HANCESTRO:0463,HANCESTRO:0005",NA,NA
"RRAS2",22800,"ENSG00000133818","protein-coding",0.509,0.87,0.030991,"P62070","DTO_05007584","Enzyme modulator","ovarian neoplasm","[disease]","C0919267","Urogenital Diseases (C12) | Endocrine System Diseases (C19) | Neoplasms (C04)","Neoplastic Process (T191)","disease of cellular proliferation (14566) | disease of anatomical entity (7)","Abnormality of the genitourinary system (00119) | Neoplasm (02664)","CLINVAR","CausalMutation","Germline-Activating RRAS2 Mutations Cause Noonan Syndrome.","Germline-Activating RRAS2 Mutations Cause Noonan Syndrome.",2019,0.4,NA,"PMID","31130285","","",NA,NA
"RRAS2",22800,"ENSG00000133818","protein-coding",0.509,0.87,0.030991,"P62070","DTO_05007584","Enzyme modulator","ovarian neoplasm","[disease]","C0919267","Urogenital Diseases (C12) | Endocrine System Diseases (C19) | Neoplasms (C04)","Neoplastic Process (T191)","disease of cellular proliferation (14566) | disease of anatomical entity (7)","Abnormality of the genitourinary system (00119) | Neoplasm (02664)","CLINVAR","CausalMutation","Screening for ovarian cancer: U.S. Preventive Services Task Force reaffirmation recommendation statement.","Screening for ovarian cancer: U.S. Preventive Services Task Force reaffirmation recommendation statement.",2012,0.4,NA,"PMID","22964825","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Familial or idiopathic dilated cardiomyopathy","[disease]","C5679590","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Cardiovascular Diseases (C14)","Disease or Syndrome (T047)","","","ORPHANET","GermlineCausalMutation","Mutations in ribonucleic acid binding protein gene cause familial dilated cardiomyopathy.","Mutations in ribonucleic acid binding protein gene cause familial dilated cardiomyopathy.",2009,0.4,NA,"PMID","19712804","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Mammary Neoplasms","[disease]","C1458155","Skin and Connective Tissue Diseases (C17) | Neoplasms (C04)","Neoplastic Process (T191)","","Abnormality of the breast (00769) | Neoplasm (02664)","RGD_HUMAN","CausalOrContributing","Decreased expression of angiogenesis antagonist EFEMP1 in sporadic breast cancer is caused by aberrant promoter methylation and points to an impact of EFEMP1 as molecular biomarker.","Decreased expression of angiogenesis antagonist EFEMP1 in sporadic breast cancer is caused by aberrant promoter methylation and points to an impact of EFEMP1 as molecular biomarker.",2009,0.4,NA,"PMID","19115204","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","GILBERT SYNDROME, SUSCEPTIBILITY TO","[phenotype]","C4016425","","Finding (T033)","","","CLINVAR","SusceptibilityMutation","Two linked polymorphic mutations (A(TA)7TAA and T-3279G) of UGT1A1 as the principal cause of Gilbert syndrome.","Two linked polymorphic mutations (A(TA)7TAA and T-3279G) of UGT1A1 as the principal cause of Gilbert syndrome.",2004,0.4,NA,"PMID","15378351","","",NA,NA
"RBM20",282996,"ENSG00000203867","protein-coding",0.606,0.696,0.010899,"Q5T481","","","Conduction disorder of the heart","[disease]","C0264886","Cardiovascular Diseases (C14)","Disease or Syndrome (T047)","disease of anatomical entity (7)","","CLINVAR","GeneticVariation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"PRKCG",5582,"ENSG00000126583","protein-coding",0.566,0.913,0.99413,"P05129","DTO_03300101","Kinase","Trigeminal Neuralgia","[disease]","C0040997","Stomatognathic Diseases (C07) | Nervous System Diseases (C10)","Disease or Syndrome (T047)","disease of anatomical entity (7)","Abnormality of the nervous system (00707) | Constitutional symptom (25142)","RGD_HUMAN","CausalOrContributing","Resveratrol suppresses glial activation and alleviates trigeminal neuralgia via activation of AMPK.","Resveratrol suppresses glial activation and alleviates trigeminal neuralgia via activation of AMPK.",2016,0.4,NA,"PMID","27093858","","",NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","Malignant epithelioma","[disease]","C0553707","Neoplasms (C04)","Neoplastic Process (T191)","disease of cellular proliferation (14566)","","RGD_HUMAN","CausalOrContributing","cDNA microarray profiling of rat mammary gland carcinomas induced by 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine and 7,12-dimethylbenz[a]anthracene.","cDNA microarray profiling of rat mammary gland carcinomas induced by 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine and 7,12-dimethylbenz[a]anthracene.",2002,0.4,NA,"PMID","12376462","","",NA,NA
"JMJD1C",221037,"ENSG00000171988","protein-coding",0.49,0.913,1,"Q15652","","","Non-specific syndromic intellectual disability","[disease]","C5568766","Behavior and Behavior Mechanisms (F01) | Nervous System Diseases (C10) | Pathological Conditions, Signs and Symptoms (C23) | Mental Disorders (F03)","Mental or Behavioral Dysfunction (T048)","disease of mental health (150)","","GENCC","GeneticVariation","Mutations in JMJD1C are involved in Rett syndrome and intellectual disability.","Mutations in JMJD1C are involved in Rett syndrome and intellectual disability.",2016,0.4,NA,"PMID","26181491","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler-Najjar syndrome","[disease]","C5551003","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Spectrum of UGT1A1 mutations in Crigler-Najjar (CN) syndrome patients: identification of twelve novel alleles and genotype-phenotype correlation.","Spectrum of UGT1A1 mutations in Crigler-Najjar (CN) syndrome patients: identification of twelve novel alleles and genotype-phenotype correlation.",2005,0.4,NA,"PMID","15712364","","",NA,NA
"UGT1A8",54576,"ENSG00000242366","protein-coding",0.639,0.609,1.0698e-11,"Q9HAW9","","","Crigler-Najjar syndrome","[disease]","C5551003","Nutritional and Metabolic Diseases (C18) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation","Two Different UGT1A1 Mutations causing Crigler-Najjar Syndrome types I and II in an Iranian Family.","Two Different UGT1A1 Mutations causing Crigler-Najjar Syndrome types I and II in an Iranian Family.",2015,0.4,NA,"PMID","26697581","Iranian","HANCESTRO:0438",NA,NA
"LOX",4015,"ENSG00000113083","protein-coding",0.408,0.913,0.97953,"P28300","","","Neoplasms, Bone Tissue","[disease]","C0206639","Neoplasms (C04)","Neoplastic Process (T191)","disease of anatomical entity (7) | disease of cellular proliferation (14566)","","RGD_HUMAN","CausalOrContributing","Interactive effect of bisphenol A (BPA) exposure with -22G/C polymorphism in LOX gene on the risk of osteosarcoma.","Interactive effect of bisphenol A (BPA) exposure with -22G/C polymorphism in LOX gene on the risk of osteosarcoma.",2013,0.4,NA,"PMID","23886186","","",NA,NA
"VIPR2",7434,"ENSG00000106018","protein-coding",0.565,0.87,8.2204e-13,"P41587","DTO_02300001","G-protein coupled receptor","Myoepithelioma","[disease]","C0027070","Neoplasms (C04)","Neoplastic Process (T191)","disease of cellular proliferation (14566) | disease of anatomical entity (7)","","CLINVAR","GeneticVariation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"EFEMP1",2202,"ENSG00000115380","protein-coding",0.431,0.913,1,"Q12805","DTO_05007621","Extracellular structure","RETINITIS PIGMENTOSA 1","[disease]","C0220701","Eye Diseases (C11) | Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)","Disease or Syndrome (T047)","genetic disease (630) | disease of anatomical entity (7)","","RGD_HUMAN","CausalOrContributing",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"JMJD1C",221037,"ENSG00000171988","protein-coding",0.49,0.913,1,"Q15652","","","Early myoclonic encephalopathy","[disease]","C0270855","Nervous System Diseases (C10)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"JMJD1C-AS1",84989,"ENSG00000272767","ncRNA",0.782,0.348,NA,"","","","Early myoclonic encephalopathy","[disease]","C0270855","Nervous System Diseases (C10)","Disease or Syndrome (T047)","","","CLINVAR","GeneticVariation",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"FAM83D",81610,"ENSG00000101447","protein-coding",0.658,0.478,3.3088e-11,"Q9H4H8","","","Adult Glioblastoma","[disease]","C0278878","Neoplasms (C04)","Neoplastic Process (T191)","disease of anatomical entity (7) | disease of cellular proliferation (14566)","","RGD_HUMAN","CausalOrContributing","Inhibition of FAM83D displays antitumor effects in glioblastoma via down-regulation of the AKT/Wnt/β-catenin pathway.","Inhibition of FAM83D displays antitumor effects in glioblastoma via down-regulation of the AKT/Wnt/β-catenin pathway.",2022,0.4,NA,"PMID","35150198","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Influence of mutations associated with Gilbert and Crigler-Najjar type II syndromes on the glucuronidation kinetics of bilirubin and other UDP-glucuronosyltransferase 1A substrates.","Influence of mutations associated with Gilbert and Crigler-Najjar type II syndromes on the glucuronidation kinetics of bilirubin and other UDP-glucuronosyltransferase 1A substrates.",2007,0.4,NA,"PMID","18004206","","",NA,NA
"UGT1A10",54575,"ENSG00000242515","protein-coding",0.624,0.652,1.6232e-17,"Q9HAW8","","","Lucey-Driscoll syndrome (disorder)","[disease]","C0270210","Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16) | Nutritional and Metabolic Diseases (C18) | Pathological Conditions, Signs and Symptoms (C23)","Disease or Syndrome (T047)","","","CLINVAR","CausalMutation","Molecular diagnosis of a familial nonhemolytic hyperbilirubinemia (Gilbert's syndrome) in healthy subjects.","Molecular diagnosis of a familial nonhemolytic hyperbilirubinemia (Gilbert's syndrome) in healthy subjects.",2000,0.4,NA,"PMID","11003624","","",NA,NA
